       	ADAM33 	ADRB2  	ALOX5  	AREG   	ARG1   	BCL6   	CCL11  	CCL17  	CCL2   	CCL22  	CCL24  	CCL26  	CCL5   	CCL8   	CCR3   	CCR4   	CCR8   	CD40LG 	CHIA   	CLC    	CLCA1  	CMA1   	CPA3   	CRLF2  	CSF2   	CSF3R  	CYSLTR1	EPX    	FCER1A 	FOXP3  	GATA3  	GPR44  	ICOS   	IFNG   	IFNGR2 	IL10   	IL12A  	IL12B  	IL13   	IL13RA1	IL13RA2	IL17A  	IL17RB 	IL18   	IL1RL1 	IL21   	IL25   	IL2RA  	IL3    	IL31   	IL33   	IL3RA  	IL4    	IL4R   	IL5    	IL5RA  	IL9    	KIT    	KITLG  	LTB4R  	MAF    	MMP9   	MRC1   	MS4A2  	PDCD1  	PMCH   	POSTN  	PPARG  	PRG2   	RETNLB 	RNASE2 	RNASE3 	RORC   	SATB1  	SIGLEC8	STAT5A 	STAT6  	TBX21  	TGFB1  	TNFRSF4	TNFSF4 	TSLP   
MAF    	0.011471	0.010807	0.011213	0.006635	0.010375	0.013313	0.012466	0.012606	0.012572	0.012756	0.012604	0.012843	0.012552	0.012682	0.012628	0.012784	0.01269	0.012866	0.0095774	0.010487	0.011352	0.011729	0.010137	0.012424	0.012492	0.012617	0.010121	0.011675	0.010289	0.012975	0.013622	0.012319	0.013314	0.012891	0.013036	0.012775	0.012974	0.012717	0.012647	0.013028	0.012892	0.012806	0.012633	0.012792	0.013469	0.013027	0.012866	0.012785	0.012594	0.010909	0.012885	0.012702	0.01284	0.012716	0.012695	0.01268	0.012623	0.012207	0.012006	0.0094142	0.014419	0.012124	0.010227	0.011746	0.013529	0.0089183	0.010487	0.012832	0.01084	0.0096659	0.011453	0.01179	0.013341	0.01832	0.0089183	0.012675	0.012701	0.013133	0.012713	0.013268	0.013478	0.012818                                                                       
MMP9   	0.010713	0.010055	0.012274	0.042067	0.0099957	0.012226	0.012136	0.012072	0.012308	0.012173	0.011956	0.012122	0.012264	0.012054	0.012087	0.012183	0.012122	0.012365	0.0093885	0.010585	0.011199	0.01372	0.013168	0.01196	0.012216	0.012287	0.012457	0.01144	0.0092155	0.012236	0.012188	0.011667	0.012237	0.012307	0.012288	0.012259	0.012211	0.012021	0.012138	0.01216	0.012278	0.01231	0.01203	0.012224	0.012195	0.012211	0.012205	0.012202	0.012221	0.011102	0.012214	0.012333	0.012152	0.012108	0.011941	0.012213	0.012266	0.012661	0.012614	0.012415	0.012124	0.015068	0.010052	0.010901	0.012304	0.0072176	0.010585	0.013067	0.010877	0.0093076	0.01131	0.011538	0.012485	0.011784	0.0072176	0.012232	0.011987	0.012213	0.012541	0.01232	0.012274	0.012179                                                                        
MRC1   	0.0079542	0.0072431	0.0080878	0.0049113	0.055309	0.010379	0.010277	0.013409	0.012742	0.010989	0.010449	0.010745	0.010532	0.010509	0.010705	0.010746	0.010627	0.010692	0.066123	0.0072614	0.0088971	0.0085683	0.0067973	0.010842	0.010292	0.0092974	0.0069532	0.0088262	0.0061741	0.010735	0.010495	0.0098256	0.01044	0.010646	0.010572	0.012358	0.01082	0.010491	0.012154	0.010733	0.010649	0.010481	0.008998	0.010661	0.0095488	0.01051	0.010195	0.010458	0.010251	0.0071617	0.010519	0.009694	0.010346	0.010305	0.010163	0.0098697	0.010551	0.0091991	0.0093837	0.0061825	0.010227	0.010052	0.058107	0.008458	0.009817	0.0048556	0.0072614	0.01014	0.0076995	0.066475	0.0085023	0.0089319	0.010037	0.0089031	0.0048556	0.01017	0.013566	0.010637	0.01059	0.0097802	0.0094855	0.010714                                                
MS4A2  	0.010911	0.0095491	0.0094306	0.0053419	0.0085235	0.011284	0.011354	0.01145	0.011447	0.011519	0.011598	0.012244	0.011431	0.010925	0.011661	0.011581	0.011547	0.011661	0.0082626	0.0086532	0.0098607	0.010805	0.008725	0.010518	0.011413	0.01174	0.0084154	0.010134	0.080262	0.011696	0.011857	0.011274	0.011633	0.01172	0.011618	0.011613	0.011818	0.011681	0.012828	0.012998	0.012215	0.011502	0.010497	0.011573	0.010967	0.011804	0.011776	0.011808	0.011546	0.0086391	0.011729	0.011791	0.013934	0.013583	0.011284	0.011641	0.011633	0.011442	0.010828	0.00766	0.011746	0.010901	0.008458	0.053759	0.011105	0.0057672	0.0086532	0.011453	0.0090779	0.0077536	0.0098037	0.010443	0.011438	0.01161	0.0057672	0.011547	0.011531	0.011849	0.011678	0.011671	0.011523	0.011632                                                            
PDCD1  	0.010732	0.0098726	0.01075	0.0067066	0.010108	0.013775	0.012399	0.012755	0.012683	0.012968	0.012396	0.01273	0.012619	0.012397	0.012593	0.012844	0.012681	0.013669	0.0090195	0.0095413	0.010758	0.011554	0.0095729	0.012571	0.012554	0.012681	0.0094721	0.011184	0.0091552	0.013693	0.013324	0.012007	0.014804	0.013322	0.013375	0.013302	0.013209	0.012798	0.012719	0.012964	0.013022	0.012961	0.012068	0.012889	0.012812	0.013211	0.012895	0.013197	0.012734	0.010504	0.012916	0.013244	0.012992	0.012779	0.012567	0.012694	0.012742	0.01221	0.011952	0.008669	0.013529	0.012304	0.009817	0.011105	0.020491	0.007021	0.0095413	0.0128	0.01004	0.0090624	0.010882	0.011424	0.013424	0.012954	0.007021	0.012831	0.012793	0.013321	0.012918	0.016626	0.019406	0.013374                                                                   
PMCH   	0.0060654	0.0055113	0.0079111	0.0028342	0.004824	0.0088831	0.0083047	0.0082661	0.0082057	0.0084753	0.0086932	0.0087806	0.0083574	0.0073062	0.0084414	0.0085748	0.0085227	0.0083307	0.0041419	0.0062737	0.0068851	0.0063724	0.0052752	0.0069199	0.0082076	0.007403	0.0057873	0.0079366	0.0041946	0.008358	0.0086486	0.008205	0.0084043	0.0082566	0.0071609	0.0081703	0.0084801	0.0081106	0.0081211	0.0070843	0.007845	0.0083242	0.0094166	0.0085233	0.0092974	0.0084914	0.0087161	0.0083583	0.0083035	0.0053181	0.0086471	0.0082585	0.0081474	0.0081223	0.015932	0.0085446	0.0082295	0.0071749	0.0077527	0.005252	0.0089183	0.0072176	0.0048556	0.0057672	0.007021	0.37884	0.0062737	0.0072501	0.0065378	0.0041474	0.0078209	0.0079204	0.0076241	0.0095047	0.010964	0.0081134	0.0081424	0.0085142	0.0083695	0.0074514	0.0070315	0.008372
POSTN  	0.0084092	0.0075692	0.0098114	0.0045317	0.0072558	0.010542	0.013085	0.011363	0.011359	0.011409	0.013347	0.011303	0.012941	0.010751	0.012531	0.011506	0.011733	0.011226	0.0064576	0.040366	0.029635	0.009742	0.0080561	0.0097053	0.013395	0.011385	0.0086356	0.025284	0.0064142	0.011014	0.010697	0.011189	0.010585	0.011211	0.0099643	0.011058	0.010855	0.010707	0.011723	0.010426	0.011184	0.011103	0.010723	0.011212	0.010179	0.011175	0.011277	0.012079	0.012784	0.0073645	0.011339	0.011284	0.011362	0.011166	0.012006	0.011991	0.012165	0.010829	0.010835	0.0074562	0.010487	0.010585	0.0072614	0.0086532	0.0095413	0.0062737	0.041278	0.010634	0.035893	0.0064219	0.028092	0.024043	0.010259	0.0095914	0.0062737	0.011081	0.011594	0.010839	0.011288	0.010313	0.0096497	0.011255                                                 
PPARG  	0.011295	0.010631	0.011671	0.012995	0.010013	0.012925	0.012614	0.012604	0.01273	0.012761	0.01252	0.012723	0.012623	0.012806	0.012623	0.012791	0.012707	0.012784	0.0092606	0.010634	0.011424	0.012574	0.01127	0.01277	0.012564	0.012814	0.011103	0.011749	0.0098762	0.012854	0.012909	0.012236	0.01285	0.012798	0.01281	0.012684	0.012826	0.012653	0.012592	0.012688	0.012827	0.012921	0.01295	0.012726	0.012961	0.012855	0.012835	0.012727	0.012648	0.013087	0.012809	0.012733	0.012663	0.012634	0.012437	0.012761	0.012673	0.012555	0.012381	0.010489	0.012832	0.013067	0.01014	0.011453	0.0128	0.0072501	0.010634	0.014618	0.010985	0.0092171	0.011557	0.011852	0.013882	0.012554	0.0072501	0.012861	0.012522	0.012901	0.012825	0.012848	0.012759	0.012768                                                                           
PRG2   	0.0088941	0.0080741	0.01025	0.0050609	0.0076867	0.010908	0.013025	0.011569	0.011565	0.011631	0.013259	0.011553	0.012906	0.011098	0.012572	0.011718	0.011907	0.011474	0.006894	0.035893	0.026857	0.0102	0.0086829	0.010188	0.013303	0.011718	0.0091788	0.023224	0.0068796	0.011294	0.011021	0.011385	0.010932	0.011458	0.010401	0.011311	0.011158	0.011004	0.011865	0.010798	0.011457	0.011358	0.011035	0.01146	0.010598	0.011432	0.011527	0.012196	0.01279	0.0079372	0.011579	0.011552	0.011568	0.011415	0.012091	0.012162	0.012261	0.011145	0.011121	0.0081285	0.01084	0.010877	0.0076995	0.0090779	0.01004	0.0065378	0.035893	0.010985	0.03247	0.0068597	0.025572	0.022183	0.01067	0.010023	0.0065378	0.011352	0.011749	0.011145	0.011529	0.010716	0.010136	0.011502                                                                 
RETNLB 	0.0072619	0.0065814	0.0070829	0.0038607	0.066698	0.0098353	0.0095942	0.013171	0.012439	0.010307	0.0098488	0.010166	0.0098798	0.0098875	0.010102	0.010055	0.0099416	0.010084	0.079933	0.0064219	0.0082696	0.007529	0.0056265	0.0093863	0.0096334	0.0083561	0.0058211	0.0080341	0.0054065	0.010145	0.0099267	0.0091995	0.009848	0.010047	0.0099908	0.012225	0.010305	0.0099426	0.011965	0.01039	0.010055	0.0098476	0.0080104	0.010078	0.0086815	0.0099079	0.009448	0.00984	0.0095517	0.0062405	0.0098158	0.0088625	0.0097097	0.0096935	0.0095218	0.0090566	0.0099301	0.0082884	0.0085344	0.0050173	0.0096659	0.0093076	0.066475	0.0077536	0.0090624	0.0041474	0.0064219	0.0092171	0.0068597	0.08734	0.007684	0.0081431	0.0092559	0.0081739	0.0041474	0.009432	0.013989	0.010086	0.009929	0.0089767	0.0086199	0.010023                    
RNASE2 	0.0098579	0.0091532	0.010881	0.0058954	0.0084747	0.011512	0.012888	0.011885	0.011874	0.011978	0.013082	0.011956	0.0128	0.011698	0.012599	0.012055	0.01217	0.01185	0.007712	0.028092	0.022052	0.010882	0.0096591	0.011017	0.013051	0.012069	0.010044	0.019659	0.0077349	0.01174	0.011566	0.011743	0.011501	0.011842	0.011128	0.011704	0.011647	0.011499	0.012071	0.011403	0.011875	0.011767	0.011787	0.01184	0.011342	0.011835	0.01195	0.01234	0.012731	0.0089044	0.011954	0.011913	0.011885	0.011791	0.012241	0.012351	0.01237	0.011583	0.011535	0.0091868	0.011453	0.01131	0.0085023	0.0098037	0.010882	0.0078209	0.028092	0.011557	0.025572	0.007684	0.021226	0.018959	0.01136	0.010887	0.0078209	0.011759	0.011986	0.011642	0.011884	0.011362	0.01095	0.011884                                                                      
RNASE3 	0.010301	0.0096143	0.011122	0.0062826	0.0089143	0.011844	0.012802	0.012049	0.012035	0.012154	0.012967	0.012154	0.012742	0.011974	0.012608	0.012217	0.012293	0.012064	0.0081698	0.024043	0.019583	0.011262	0.010127	0.011445	0.012932	0.012328	0.010366	0.017821	0.0086933	0.011986	0.01186	0.011889	0.01183	0.012053	0.011537	0.011923	0.011911	0.011757	0.012192	0.011771	0.012102	0.011982	0.011991	0.012036	0.011695	0.012056	0.012147	0.012433	0.012712	0.0095188	0.012143	0.012133	0.012075	0.012009	0.012293	0.012467	0.012435	0.011832	0.011735	0.0096109	0.01179	0.011538	0.0089319	0.010443	0.011424	0.0079204	0.024043	0.011852	0.022183	0.0081431	0.018959	0.017305	0.01173	0.011364	0.0079204	0.011986	0.012118	0.011913	0.012074	0.011767	0.011482	0.012092                                                               
RORC   	0.01252	0.012233	0.011244	0.0078076	0.010098	0.013296	0.012592	0.012677	0.012729	0.012842	0.012641	0.012863	0.012654	0.012766	0.012706	0.012872	0.012791	0.012926	0.0092621	0.010259	0.011237	0.011898	0.010211	0.012602	0.012576	0.012771	0.010186	0.011606	0.0095088	0.01307	0.013272	0.012644	0.013196	0.012967	0.013501	0.012857	0.013122	0.013027	0.012717	0.013005	0.012982	0.013003	0.012873	0.012888	0.013503	0.013075	0.012957	0.012854	0.012675	0.0123	0.012974	0.012774	0.012779	0.012805	0.012585	0.012793	0.012711	0.012317	0.012113	0.0094259	0.013341	0.012485	0.010037	0.011438	0.013424	0.0076241	0.010259	0.013882	0.01067	0.0092559	0.01136	0.01173	0.01418	0.013596	0.0076241	0.012861	0.012699	0.013174	0.012847	0.013221	0.013272	0.012885                                                                       
SATB1  	0.010567	0.0097174	0.010731	0.0056288	0.0091167	0.013272	0.012245	0.012385	0.01237	0.012579	0.012423	0.012737	0.012365	0.012049	0.012428	0.012624	0.01248	0.012748	0.0080884	0.0095914	0.010705	0.011221	0.0092786	0.011598	0.012284	0.012041	0.0093021	0.011166	0.010385	0.013017	0.015589	0.011994	0.013708	0.012946	0.012466	0.01272	0.012978	0.012604	0.01255	0.012741	0.01275	0.012809	0.012303	0.012789	0.014085	0.013303	0.01278	0.012673	0.012398	0.0098013	0.012848	0.012455	0.013235	0.012651	0.013132	0.012382	0.012473	0.011834	0.011679	0.0085208	0.01832	0.011784	0.0089031	0.01161	0.012954	0.0095047	0.0095914	0.012554	0.010023	0.0081739	0.010887	0.011364	0.013596	0.037009	0.0095047	0.012464	0.012716	0.013539	0.012589	0.012973	0.012956	0.012648                                                                
SIGLEC8	0.0060654	0.0055113	0.0079111	0.0028342	0.004824	0.0088831	0.0083047	0.0082661	0.0082057	0.0084753	0.0086932	0.0087806	0.0083574	0.0073062	0.0084414	0.0085748	0.0085227	0.0083307	0.0041419	0.0062737	0.0068851	0.0063724	0.0052752	0.0069199	0.0082076	0.007403	0.0057873	0.0079366	0.0041946	0.008358	0.0086486	0.008205	0.0084043	0.0082566	0.0071609	0.0081703	0.0084801	0.0081106	0.0081211	0.0070843	0.007845	0.0083242	0.0094166	0.0085233	0.0092974	0.0084914	0.0087161	0.0083583	0.0083035	0.0053181	0.0086471	0.0082585	0.0081474	0.0081223	0.015932	0.0085446	0.0082295	0.0071749	0.0077527	0.005252	0.0089183	0.0072176	0.0048556	0.0057672	0.007021	0.010964	0.0062737	0.0072501	0.0065378	0.0041474	0.0078209	0.0079204	0.0076241	0.0095047	0.37884	0.0081134	0.0081424	0.0085142	0.0083695	0.0074514	0.0070315	0.008372
STAT5A 	0.01148	0.010825	0.011908	0.0075641	0.010143	0.012902	0.012504	0.012597	0.012516	0.012776	0.012521	0.012697	0.012529	0.013268	0.012614	0.012746	0.012702	0.012677	0.0094411	0.011081	0.011671	0.012402	0.011693	0.013906	0.012529	0.013197	0.01149	0.011924	0.0099637	0.012713	0.012682	0.012245	0.012749	0.012655	0.012645	0.012551	0.012662	0.012483	0.012494	0.012676	0.012696	0.012827	0.012569	0.012598	0.012722	0.012705	0.012679	0.012672	0.012624	0.017753	0.012685	0.012779	0.01256	0.0126	0.012407	0.012824	0.012606	0.012598	0.012367	0.011111	0.012675	0.012232	0.01017	0.011547	0.012831	0.0081134	0.011081	0.012861	0.011352	0.009432	0.011759	0.011986	0.012861	0.012464	0.0081134	0.013012	0.012475	0.012713	0.012614	0.012832	0.012864	0.012811                                                                       
STAT6  	0.012138	0.011824	0.011264	0.0070887	0.013693	0.012753	0.012383	0.012622	0.012532	0.012598	0.012576	0.012682	0.012443	0.013018	0.012557	0.012638	0.0126	0.012559	0.013718	0.011594	0.011995	0.011707	0.010466	0.012658	0.01239	0.012534	0.010465	0.012101	0.0099677	0.012611	0.012642	0.012435	0.012672	0.012562	0.012775	0.012594	0.012625	0.012527	0.012546	0.01295	0.012621	0.012495	0.012406	0.012498	0.012652	0.012588	0.012561	0.012535	0.012443	0.011066	0.01257	0.012448	0.012457	0.0125	0.012319	0.01252	0.012449	0.012097	0.011929	0.0098495	0.012701	0.011987	0.013566	0.011531	0.012793	0.0081424	0.011594	0.012522	0.011749	0.013989	0.011986	0.012118	0.012699	0.012716	0.0081424	0.012475	0.012664	0.012622	0.012467	0.012694	0.012756	0.01258                                                                          
TBX21  	0.012245	0.011847	0.011477	0.0073413	0.010724	0.013159	0.0125	0.012606	0.012579	0.012736	0.01261	0.012793	0.01256	0.012814	0.012636	0.012755	0.012699	0.012791	0.010071	0.010839	0.011563	0.011952	0.010646	0.012704	0.012512	0.012793	0.010612	0.011832	0.010355	0.012858	0.012991	0.012518	0.013019	0.01279	0.01323	0.012712	0.012893	0.012755	0.012618	0.012968	0.012835	0.01276	0.012708	0.012723	0.01317	0.012855	0.012803	0.012734	0.012599	0.012028	0.012809	0.012709	0.012673	0.012697	0.012516	0.012722	0.012611	0.012325	0.012125	0.010002	0.013133	0.012213	0.010637	0.011849	0.013321	0.0085142	0.010839	0.012901	0.011145	0.010086	0.011642	0.011913	0.013174	0.013539	0.0085142	0.012713	0.012622	0.012912	0.012679	0.013108	0.013263	0.012778                                                                           
TGFB1  	0.011427	0.010793	0.012242	0.010824	0.010579	0.012768	0.012511	0.012511	0.012527	0.012626	0.012509	0.012665	0.012529	0.012662	0.012552	0.012646	0.012592	0.012661	0.0099851	0.011288	0.011812	0.012658	0.012107	0.012573	0.012519	0.012812	0.011955	0.012015	0.010189	0.012677	0.012693	0.012222	0.012741	0.012656	0.012859	0.012572	0.012683	0.012486	0.012512	0.012761	0.012753	0.012619	0.012695	0.012622	0.012827	0.012668	0.012716	0.012635	0.012585	0.011526	0.012692	0.012699	0.012556	0.012564	0.012408	0.012687	0.012593	0.012627	0.012484	0.011695	0.012713	0.012541	0.01059	0.011678	0.012918	0.0083695	0.011288	0.012825	0.011529	0.009929	0.011884	0.012074	0.012847	0.012589	0.0083695	0.012614	0.012467	0.012679	0.012661	0.01285	0.012883	0.012653                                                                     
TNFRSF4	0.011085	0.010259	0.011253	0.0070062	0.0099055	0.01347	0.012501	0.012704	0.012651	0.012902	0.01253	0.012804	0.012637	0.012624	0.01266	0.012834	0.012726	0.013302	0.0089554	0.010313	0.011253	0.012015	0.010464	0.012752	0.012607	0.013069	0.010277	0.011603	0.010154	0.013283	0.013117	0.012171	0.013926	0.013071	0.013058	0.012988	0.013018	0.012705	0.01268	0.012991	0.012986	0.01286	0.012325	0.012819	0.012849	0.013048	0.012886	0.01304	0.012761	0.010919	0.012887	0.013166	0.012887	0.012791	0.012555	0.012849	0.012743	0.012472	0.012176	0.0096056	0.013268	0.01232	0.0097802	0.011671	0.016626	0.0074514	0.010313	0.012848	0.010716	0.0089767	0.011362	0.011767	0.013221	0.012973	0.0074514	0.012832	0.012694	0.013108	0.01285	0.01505	0.016621	0.013152                                                                       
TNFSF4 	0.010563	0.0096492	0.010781	0.0065323	0.0096477	0.013783	0.012418	0.012797	0.012664	0.013049	0.012409	0.012737	0.012626	0.012391	0.012604	0.012843	0.012693	0.013731	0.0085749	0.0096497	0.01082	0.011646	0.0096943	0.013267	0.012571	0.012743	0.009548	0.011245	0.010072	0.013606	0.013264	0.011976	0.01477	0.013259	0.012931	0.013188	0.013096	0.012697	0.012695	0.012899	0.013015	0.012938	0.012133	0.01286	0.01276	0.013187	0.012939	0.013191	0.012757	0.010463	0.012941	0.013289	0.013042	0.012782	0.012569	0.01272	0.012753	0.012274	0.011983	0.0087527	0.013478	0.012274	0.0094855	0.011523	0.019406	0.0070315	0.0096497	0.012759	0.010136	0.0086199	0.01095	0.011482	0.013272	0.012956	0.0070315	0.012864	0.012756	0.013263	0.012883	0.016621	0.020512	0.013569                                                                
TSLP   	0.011351	0.010691	0.011545	0.0071758	0.010632	0.012944	0.01255	0.012796	0.012584	0.012993	0.012601	0.012767	0.012588	0.012905	0.012662	0.012796	0.012735	0.012798	0.01003	0.011255	0.011814	0.012048	0.010867	0.015174	0.012549	0.012863	0.010805	0.012033	0.010112	0.012821	0.01279	0.01227	0.012946	0.012744	0.012751	0.012644	0.012743	0.012528	0.012582	0.012788	0.012815	0.012719	0.01299	0.01266	0.012955	0.012777	0.012863	0.01273	0.012638	0.011991	0.012824	0.012738	0.012637	0.012618	0.012488	0.012757	0.012639	0.012392	0.012183	0.010213	0.012818	0.012179	0.010714	0.011632	0.013374	0.008372	0.011255	0.012768	0.011502	0.010023	0.011884	0.012092	0.012885	0.012648	0.008372	0.012811	0.01258	0.012778	0.012653	0.013152	0.013569	0.013043                                                                             
