       	ADAM33 	ALOX5  	AREG   	ARG1   	BCL6   	CCL11  	CCL17  	CCL2   	CCL22  	CCL24  	CCL26  	CCL5   	CCL8   	CCR3   	CCR4   	CCR8   	CD40LG 	CLC    	CLCA1  	CMA1   	CPA3   	CRLF2  	CSF2   	CSF3R  	CYSLTR1	EPX    	FCER1A 	FOXP3  	GATA3  	GPR44  	ICOS   	IFNG   	IFNGR2 	IL10   	IL12A  	IL12B  	IL13   	IL13RA1	IL13RA2	IL17A  	IL17RB 	IL18   	IL1RL1 	IL21   	IL25   	IL2RA  	IL3    	IL33   	IL3RA  	IL4    	IL4R   	IL5    	IL5RA  	IL9    	KIT    	KITLG  	LTB4R  	MAF    	MMP9   	MRC1   	MS4A2  	PDCD1  	PMCH   	POSTN  	PPARG  	RETNLB 	RNASE2 	RNASE3 	RORC   	SATB1  	STAT5A 	STAT6  	TBX21  	TGFB1  	TNFRSF4	TNFSF4 	TSLP   
PPARG  	0.010732	0.012375	0.014222	0.0019723	0.014236	0.013877	0.014032	0.01423	0.014101	0.013961	0.013961	0.013973	0.01396	0.013917	0.014112	0.014029	0.014067	0.011405	0.0094457	0.013464	0.011984	0.014026	0.013851	0.013838	0.011533	0.013143	0.010002	0.014232	0.013975	0.013462	0.01404	0.014073	0.013888	0.014018	0.014154	0.014071	0.013872	0.013804	0.013917	0.01424	0.013515	0.013966	0.014035	0.01425	0.013955	0.013967	0.013929	0.014043	0.013831	0.013838	0.013606	0.01375	0.013952	0.013752	0.01349	0.013244	0.01036	0.014175	0.014482	0.0019723	0.011197	0.013182	0.0078907	0.0040431	0.01636	0.0049633	0.012976	0.013434	0.016607	0.013012	0.014099	0.013687	0.0143	0.014121	0.013978	0.013815	0.01403                                                                           
RETNLB 	0.0042876	0.004065	0.0020654	0.21717	0.0065369	0.0054883	0.0057463	0.005412	0.0052809	0.0063235	0.0063235	0.0053782	0.0046787	0.005752	0.0054388	0.0054583	0.0057869	0.0032708	0.0033292	0.0041594	0.0031266	0.0045434	0.0054202	0.0043935	0.0033844	0.0045047	0.0029847	0.005852	0.0060435	0.005992	0.0060047	0.0057643	0.0052792	0.005781	0.006154	0.0060354	0.0057568	0.0068341	0.0064539	0.0056643	0.0042723	0.005755	0.0050803	0.0055894	0.0050492	0.0057717	0.0052239	0.0051563	0.0050024	0.0055415	0.0057789	0.0054943	0.0052295	0.0055696	0.0044067	0.0045661	0.0028143	0.0065848	0.0049106	0.21717	0.0037292	0.0048361	0.0025755	0.0012405	0.0049633	0.18659	0.004303	0.0047651	0.0052239	0.0046649	0.0052445	0.012255	0.0060882	0.0052531	0.0052235	0.00497	0.0051832          
RNASE2 	0.01002	0.012303	0.0061599	0.0016176	0.012674	0.015163	0.013452	0.013393	0.013438	0.013282	0.013282	0.013822	0.012778	0.014304	0.013362	0.013549	0.013024	0.049999	0.0082219	0.011511	0.0099025	0.012289	0.014459	0.013137	0.011848	0.027331	0.0077702	0.012918	0.012692	0.013267	0.012449	0.012993	0.011714	0.01291	0.012716	0.012925	0.013049	0.0123	0.012737	0.013052	0.012198	0.01306	0.012627	0.012995	0.013162	0.013587	0.013755	0.013135	0.013134	0.013041	0.012791	0.013934	0.013577	0.01296	0.012352	0.012523	0.010272	0.012373	0.012385	0.0016176	0.0092587	0.010805	0.0094778	0.0032434	0.012976	0.004303	0.030947	0.022535	0.012395	0.011926	0.013007	0.012799	0.012774	0.013113	0.012199	0.011866	0.013081                                                                  
RNASE3 	0.010936	0.012556	0.0071386	0.001934	0.0133	0.014503	0.013669	0.013624	0.013684	0.013624	0.013624	0.013835	0.013367	0.014125	0.013648	0.013752	0.013441	0.033786	0.0090512	0.01242	0.011216	0.013087	0.014153	0.013752	0.012	0.021083	0.0093852	0.013392	0.013235	0.013446	0.013136	0.013392	0.012682	0.013338	0.013272	0.013367	0.013374	0.013066	0.013322	0.013427	0.012696	0.013413	0.01322	0.013429	0.013469	0.013745	0.013827	0.013501	0.013518	0.013387	0.013211	0.013834	0.013789	0.013297	0.01298	0.012938	0.010796	0.013125	0.012859	0.001934	0.010631	0.01196	0.0093206	0.0039546	0.013434	0.0047651	0.022535	0.018539	0.013172	0.012676	0.013436	0.013173	0.013309	0.013455	0.013125	0.012923	0.013481                                                                        
RORC   	0.010193	0.011945	0.0087431	0.0021407	0.014865	0.013867	0.014105	0.014341	0.014168	0.014	0.014	0.014022	0.013508	0.013917	0.014194	0.014008	0.014312	0.010246	0.0094843	0.012716	0.010687	0.013721	0.013875	0.01342	0.010641	0.012654	0.0090611	0.014684	0.014384	0.013366	0.014642	0.01441	0.01482	0.014328	0.014693	0.014455	0.01405	0.014081	0.01416	0.014577	0.013833	0.014205	0.014459	0.01475	0.014174	0.014176	0.013977	0.01427	0.013764	0.013966	0.013711	0.013893	0.013996	0.013886	0.013051	0.012959	0.009401	0.01494	0.014032	0.0021407	0.010563	0.01438	0.0079376	0.0040048	0.016607	0.0052239	0.012395	0.013172	0.019076	0.013228	0.014203	0.013968	0.014906	0.014232	0.014549	0.014296	0.014189                                                                            
SATB1  	0.0099484	0.011245	0.0057002	0.0017835	0.013471	0.013071	0.013321	0.013385	0.013332	0.013586	0.013586	0.013271	0.011916	0.013232	0.013424	0.013176	0.013416	0.0098367	0.008292	0.01167	0.0095865	0.011999	0.013118	0.011815	0.0095812	0.012127	0.010878	0.013847	0.019545	0.012944	0.01353	0.013568	0.012637	0.013651	0.013718	0.013631	0.013527	0.013433	0.013427	0.013749	0.012838	0.013634	0.015855	0.013633	0.0135	0.013432	0.013171	0.013964	0.013018	0.014615	0.013517	0.014618	0.013184	0.013138	0.012132	0.012177	0.0084816	0.015002	0.012414	0.0017835	0.011768	0.011768	0.010335	0.0031766	0.013012	0.0046649	0.011926	0.012676	0.013228	0.068569	0.013149	0.013512	0.014117	0.013398	0.013243	0.01302	0.013354                                                                
STAT5A 	0.011602	0.012985	0.008102	0.0022808	0.014259	0.013749	0.01407	0.013941	0.014152	0.013961	0.013961	0.013872	0.015073	0.013961	0.014092	0.014097	0.013942	0.011612	0.0099813	0.013884	0.013862	0.015344	0.013872	0.015614	0.012352	0.013183	0.010185	0.013963	0.013794	0.013543	0.013885	0.01388	0.013789	0.013849	0.013904	0.013872	0.013752	0.01379	0.013875	0.013887	0.013232	0.013829	0.013815	0.013981	0.013822	0.013914	0.014019	0.013912	0.014209	0.013764	0.01364	0.013723	0.01407	0.013733	0.014111	0.013647	0.011715	0.01394	0.013451	0.0022808	0.011515	0.013349	0.0088855	0.0048685	0.014099	0.0052445	0.013007	0.013436	0.014203	0.013149	0.014193	0.013592	0.013957	0.013883	0.013975	0.013965	0.014099                                                                     
STAT6  	0.012868	0.012171	0.0078171	0.010262	0.014041	0.013464	0.013688	0.013652	0.013715	0.013896	0.013896	0.013573	0.013751	0.013665	0.013765	0.013781	0.013703	0.011536	0.010086	0.012584	0.011222	0.013595	0.013465	0.013324	0.011264	0.012963	0.010294	0.013771	0.013779	0.013627	0.013868	0.0137	0.014137	0.013689	0.013862	0.013777	0.013574	0.014192	0.013846	0.013673	0.013128	0.013613	0.013855	0.013754	0.013599	0.013661	0.013527	0.013712	0.013445	0.013527	0.013543	0.013489	0.01367	0.013429	0.012914	0.012811	0.010314	0.014039	0.013079	0.010262	0.011595	0.013806	0.0089493	0.0051356	0.013687	0.012255	0.012799	0.013173	0.013968	0.013512	0.013592	0.013722	0.013823	0.013566	0.013937	0.013904	0.013669                                                                     
TBX21  	0.011286	0.01238	0.0080593	0.0030676	0.014649	0.013704	0.013972	0.014	0.014008	0.014018	0.014018	0.013864	0.013715	0.013863	0.014021	0.013945	0.014107	0.011133	0.010068	0.012871	0.011408	0.013866	0.01377	0.013691	0.011313	0.012968	0.010166	0.014195	0.01422	0.013512	0.014402	0.014094	0.014977	0.01411	0.01435	0.014193	0.013878	0.014145	0.014076	0.014097	0.013682	0.013994	0.014444	0.014221	0.013999	0.014	0.013858	0.014135	0.013772	0.013844	0.013709	0.013813	0.013953	0.013744	0.013214	0.013086	0.010345	0.014623	0.013475	0.0030676	0.011463	0.014768	0.0091985	0.004886	0.0143	0.0060882	0.012774	0.013309	0.014906	0.014117	0.013957	0.013823	0.01431	0.013945	0.014485	0.014472	0.014043                                                                              
TGFB1  	0.011139	0.013334	0.011985	0.0022716	0.013994	0.013711	0.013854	0.013899	0.013889	0.01389	0.01389	0.013819	0.013707	0.013791	0.013897	0.013855	0.013903	0.011851	0.010192	0.013868	0.013503	0.013775	0.013786	0.014047	0.012899	0.01324	0.010118	0.013927	0.013851	0.013416	0.01395	0.013882	0.014191	0.013882	0.013977	0.013911	0.013741	0.013877	0.013882	0.013893	0.013484	0.01386	0.01402	0.013933	0.013837	0.01385	0.013857	0.01394	0.013888	0.013715	0.01356	0.013694	0.013902	0.013692	0.013872	0.013653	0.012448	0.013999	0.013822	0.0022716	0.011357	0.013866	0.0091902	0.0050933	0.014121	0.0052531	0.013113	0.013455	0.014232	0.013398	0.013883	0.013566	0.013945	0.013919	0.014005	0.013937	0.013882                                                                         
TNFRSF4	0.010166	0.011591	0.0072466	0.0021595	0.014615	0.013557	0.014058	0.014036	0.014054	0.013829	0.013829	0.013881	0.012975	0.013735	0.013959	0.013766	0.015204	0.010206	0.0090972	0.012535	0.010622	0.0137	0.013771	0.013337	0.010142	0.012454	0.01046	0.014763	0.014178	0.013211	0.016308	0.014224	0.013922	0.014317	0.014331	0.014173	0.013882	0.013921	0.0142	0.014192	0.012611	0.014012	0.013768	0.014435	0.013867	0.014563	0.013941	0.014033	0.013882	0.014181	0.013684	0.013772	0.013938	0.013779	0.013001	0.012786	0.0089704	0.014991	0.013447	0.0021595	0.011525	0.016109	0.0077473	0.0036863	0.013978	0.0052235	0.012199	0.013125	0.014549	0.013243	0.013975	0.013937	0.014485	0.014005	0.021104	0.021993	0.014684                                                                  
TNFSF4 	0.0096346	0.011363	0.0069796	0.001948	0.014595	0.013464	0.014158	0.014003	0.014156	0.013688	0.013688	0.013841	0.012651	0.013632	0.013884	0.013644	0.015592	0.0096625	0.0088784	0.01235	0.010306	0.014573	0.013722	0.013089	0.0098319	0.012151	0.010407	0.014797	0.014104	0.013027	0.016981	0.014193	0.013478	0.014303	0.014219	0.01407	0.013848	0.013729	0.01402	0.014202	0.012648	0.013999	0.013685	0.014476	0.013993	0.014554	0.013911	0.014147	0.013811	0.014277	0.01356	0.013737	0.013772	0.013746	0.012851	0.012647	0.0086358	0.015048	0.013373	0.001948	0.011358	0.016252	0.0074873	0.0034958	0.013815	0.00497	0.011866	0.012923	0.014296	0.01302	0.013965	0.013904	0.014472	0.013937	0.021993	0.027274	0.015289                                                                   
TSLP   	0.011026	0.012499	0.00775	0.0021913	0.014177	0.013783	0.014292	0.013999	0.014422	0.014039	0.014039	0.013909	0.014034	0.01395	0.014104	0.014077	0.014104	0.011715	0.010505	0.013052	0.01186	0.016893	0.013822	0.014059	0.011557	0.01324	0.010106	0.014084	0.013947	0.013504	0.01419	0.01393	0.013687	0.013903	0.013979	0.013929	0.013863	0.013845	0.013934	0.014033	0.014572	0.013933	0.014331	0.014086	0.014273	0.013975	0.013917	0.014267	0.013863	0.013831	0.01361	0.013822	0.014	0.013772	0.013406	0.013199	0.010601	0.014097	0.013377	0.0021913	0.011324	0.01334	0.0091824	0.0055199	0.01403	0.0051832	0.013081	0.013481	0.014189	0.013354	0.014099	0.013669	0.014043	0.013882	0.014684	0.015289	0.01449                                                                             
